,    1,    7840,   20060801, ARG, ARGH                , Texas               ,cf2006    
133213,40.0,8141.0,20061111.0, ARG, ARGH                , UCLA                ,cf2006    
133214,41.0,8099.0,20061111.0, ARG, ARGH                , Tulsa               ,cf2006    
133215,42.0,5253.0,20061111.0, ARG, ARGH                , Navy                ,cf2006    
133216,43.0,7278.0,20061111.0, ARG, ARGH                , South Florida       ,cf2006    
133217,44.0,2666.0,20061111.0, ARG, ARGH                , Florida St          ,cf2006    
133218,45.0,7918.0,20061111.0, ARG, ARGH                , Texas Tech          ,cf2006    
133219,46.0,3781.0,20061111.0, ARG, ARGH                , Kentucky            ,cf2006    
133220,47.0,74.0,20061111.0, ARG, ARGH                , Alabama             ,cf2006    
133221,48.0,7365.0,20061111.0, ARG, ARGH                , Southern Miss       ,cf2006    
133222,49.0,1404.0,20061111.0, ARG, ARGH                , C Michigan          ,cf2006    
133223,50.0,5316.0,20061111.0, ARG, ARGH                , Nevada              ,cf2006    
133224,51.0,3731.0,20061111.0, ARG, ARGH                , Kansas St           ,cf2006    
133225,52.0,4719.0,20061111.0, ARG, ARGH                , Miami FL            ,cf2006    
133226,53.0,3540.0,20061111.0, ARG, ARGH                , Iowa                ,cf2006    
133227,54.0,4858.0,20061111.0, ARG, ARGH                , Minnesota           ,cf2006    
133228,55.0,1529.0,20061111.0, ARG, ARGH                , Cincinnati          ,cf2006    
133229,56.0,5825.0,20061111.0, ARG, ARGH                , Ohio                ,cf2006    
133230,57.0,4785.0,20061111.0, ARG, ARGH                , MTSU                ,cf2006    
133231,58.0,294.0,20061111.0, ARG, ARGH                , Arizona             ,cf2006    
133232,59.0,6393.0,20061111.0, ARG, ARGH                , Purdue              ,cf2006    
133233,60.0,8315.0,20061111.0, ARG, ARGH                , Utah                ,cf2006    
133234,61.0,2292.0,20061111.0, ARG, ARGH                , East Carolina       ,cf2006    
133235,62.0,1872.0,20061111.0, ARG, ARGH                , Connecticut         ,cf2006    
133236,63.0,8551.0,20061111.0, ARG, ARGH                , Washington          ,cf2006    
133237,64.0,55.0,20061111.0, ARG, ARGH                , Air Force           ,cf2006    
133238,65.0,8367.0,20061111.0, ARG, ARGH                , Vanderbilt          ,cf2006    
133239,66.0,7024.0,20061111.0, ARG, ARGH                , San Jose St         ,cf2006    
133240,67.0,8767.0,20061111.0, ARG, ARGH                , W Michigan          ,cf2006    
133241,68.0,3717.0,20061111.0, ARG, ARGH                , Kansas              ,cf2006    
133242,69.0,6535.0,20061111.0, ARG, ARGH                , Rice                ,cf2006    
133243,70.0,5511.0,20061111.0, ARG, ARGH                , NC State            ,cf2006    
133244,71.0,4757.0,20061111.0, ARG, ARGH                , Michigan St         ,cf2006    
133245,72.0,3484.0,20061111.0, ARG, ARGH                , Indiana             ,cf2006    
133246,73.0,9162.0,20061111.0, ARG, ARGH                , Wyoming             ,cf2006    
133247,74.0,7933.0,20061111.0, ARG, ARGH                , UTEP                ,cf2006    
133248,75.0,8432.0,20061111.0, ARG, ARGH                , Virginia            ,cf2006    
133249,76.0,5634.0,20061111.0, ARG, ARGH                , N Illinois          ,cf2006    
133250,77.0,7729.0,20061111.0, ARG, ARGH                , Syracuse            ,cf2006    
133251,78.0,7358.0,20061111.0, ARG, ARGH                , SMU                 ,cf2006    
133252,79.0,4936.0,20061111.0, ARG, ARGH                , Mississippi St      ,cf2006    
133253,80.0,557.0,20061111.0, ARG, ARGH                , Baylor              ,cf2006    
133254,81.0,8068.0,20061111.0, ARG, ARGH                , Troy                ,cf2006    
133255,82.0,5371.0,20061111.0, ARG, ARGH                , New Mexico          ,cf2006    
133256,83.0,66.0,20061111.0, ARG, ARGH                , Akron               ,cf2006    
133257,84.0,4436.0,20061111.0, ARG, ARGH                , Marshall            ,cf2006    
133258,85.0,4920.0,20061111.0, ARG, ARGH                , Mississippi         ,cf2006    
133259,86.0,3771.0,20061111.0, ARG, ARGH                , Kent                ,cf2006    
133260,87.0,1753.0,20061111.0, ARG, ARGH                , Colorado St         ,cf2006    
133261,88.0,4194.0,20061111.0, ARG, ARGH                , ULL                 ,cf2006    
133262,89.0,3425.0,20061111.0, ARG, ARGH                , Illinois            ,cf2006    
133263,90.0,8092.0,20061111.0, ARG, ARGH                , Tulane              ,cf2006    
133264,91.0,2776.0,20061111.0, ARG, ARGH                , Fresno St           ,cf2006    
133265,92.0,7978.0,20061111.0, ARG, ARGH                , Toledo              ,cf2006    
133266,93.0,501.0,20061111.0, ARG, ARGH                , Ball St             ,cf2006    
133267,94.0,87.0,20061111.0, ARG, ARGH                , UAB                 ,cf2006    
133268,95.0,1715.0,20061111.0, ARG, ARGH                , Colorado            ,cf2006    
133269,96.0,5704.0,20061111.0, ARG, ARGH                , Northwestern        ,cf2006    
133270,97.0,821.0,20061111.0, ARG, ARGH                , Bowling Green       ,cf2006    
133271,98.0,1380.0,20061111.0, ARG, ARGH                , UCF                 ,cf2006    
133272,99.0,356.0,20061111.0, ARG, ARGH                , Army                ,cf2006    
133273,100.0,3415.0,20061111.0, ARG, ARGH                , Idaho               ,cf2006    
133274,101.0,3554.0,20061111.0, ARG, ARGH                , Iowa St             ,cf2006    
133275,102.0,333.0,20061111.0, ARG, ARGH                , Arkansas St         ,cf2006    
133276,103.0,5492.0,20061111.0, ARG, ARGH                , North Carolina      ,cf2006    
133277,104.0,4218.0,20061111.0, ARG, ARGH                , Louisiana Tech      ,cf2006    
133278,105.0,5387.0,20061111.0, ARG, ARGH                , New Mexico St       ,cf2006    
133279,106.0,7002.0,20061111.0, ARG, ARGH                , San Diego St        ,cf2006    
133280,107.0,4200.0,20061111.0, ARG, ARGH                , ULM                 ,cf2006    
133281,108.0,2638.0,20061111.0, ARG, ARGH                , FL Atlantic         ,cf2006    
133282,109.0,7582.0,20061111.0, ARG, ARGH                , Stanford            ,cf2006    
133283,110.0,5584.0,20061111.0, ARG, ARGH                , North Texas         ,cf2006    
133284,111.0,979.0,20061111.0, ARG, ARGH                , Buffalo             ,cf2006    
133285,112.0,4636.0,20061111.0, ARG, ARGH                , Memphis             ,cf2006    
133286,113.0,4725.0,20061111.0, ARG, ARGH                , Miami OH            ,cf2006    
133287,114.0,5323.0,20061111.0, ARG, ARGH                , UNLV                ,cf2006    
133288,115.0,2353.0,20061111.0, ARG, ARGH                , E Michigan          ,cf2006    
133289,116.0,8325.0,20061111.0, ARG, ARGH                , Utah St             ,cf2006    
133290,117.0,7788.0,20061111.0, ARG, ARGH                , Temple              ,cf2006    
133291,118.0,2265.0,20061111.0, ARG, ARGH                , Duke                ,cf2006    
133292,119.0,2652.0,20061111.0, ARG, ARGH                , Florida Intl        ,cf2006    
149784,1.0,5850.0,20061118.0, ARG, ARGH                , Ohio St             ,cf2006    
149785,2.0,8251.0,20061118.0, ARG, ARGH                , USC                 ,cf2006    
149786,3.0,2625.0,20061118.0, ARG, ARGH                , Florida             ,cf2006    
149787,4.0,4741.0,20061118.0, ARG, ARGH                , Michigan            ,cf2006    
149788,5.0,4224.0,20061118.0, ARG, ARGH                , Louisville          ,cf2006    
149789,6.0,4206.0,20061118.0, ARG, ARGH                , LSU                 ,cf2006    
149790,7.0,771.0,20061118.0, ARG, ARGH                , Boise St            ,cf2006    
149791,8.0,8716.0,20061118.0, ARG, ARGH                , West Virginia       ,cf2006    
149792,9.0,316.0,20061118.0, ARG, ARGH                , Arkansas            ,cf2006    
149793,10.0,6696.0,20061118.0, ARG, ARGH                , Rutgers             ,cf2006    
149794,11.0,8459.0,20061118.0, ARG, ARGH                , Virginia Tech       ,cf2006    
149795,12.0,9031.0,20061118.0, ARG, ARGH                , Wisconsin           ,cf2006    
149796,13.0,402.0,20061118.0, ARG, ARGH                , Auburn              ,cf2006    
149797,14.0,5749.0,20061118.0, ARG, ARGH                , Notre Dame          ,cf2006    
149798,15.0,7840.0,20061118.0, ARG, ARGH                , Texas               ,cf2006    
149799,16.0,5886.0,20061118.0, ARG, ARGH                , Oklahoma            ,cf2006    
149800,17.0,1098.0,20061118.0, ARG, ARGH                , California          ,cf2006    
149801,18.0,7801.0,20061118.0, ARG, ARGH                , Tennessee           ,cf2006    
149802,19.0,891.0,20061118.0, ARG, ARGH                , BYU                 ,cf2006    
149803,20.0,783.0,20061118.0, ARG, ARGH                , Boston College      ,cf2006    
149804,21.0,1603.0,20061118.0, ARG, ARGH                , Clemson             ,cf2006    
149805,22.0,5279.0,20061118.0, ARG, ARGH                , Nebraska            ,cf2006    
149806,23.0,2911.0,20061118.0, ARG, ARGH                , Georgia Tech        ,cf2006    
149807,24.0,8508.0,20061118.0, ARG, ARGH                , Wake Forest         ,cf2006    
149808,25.0,7878.0,20061118.0, ARG, ARGH                , TCU                 ,cf2006    
149809,26.0,3197.0,20061118.0, ARG, ARGH                , Hawaii              ,cf2006    
149810,27.0,6114.0,20061118.0, ARG, ARGH                , Penn St             ,cf2006    
149811,28.0,7848.0,20061118.0, ARG, ARGH                , Texas A&M           ,cf2006    
149812,29.0,5970.0,20061118.0, ARG, ARGH                , Oregon St           ,cf2006    
149813,30.0,5961.0,20061118.0, ARG, ARGH                , Oregon              ,cf2006    
149814,31.0,2881.0,20061118.0, ARG, ARGH                , Georgia             ,cf2006    
149815,32.0,7242.0,20061118.0, ARG, ARGH                , South Carolina      ,cf2006    
149816,33.0,8141.0,20061118.0, ARG, ARGH                , UCLA                ,cf2006    
149817,34.0,4948.0,20061118.0, ARG, ARGH                , Missouri            ,cf2006    
149818,35.0,7918.0,20061118.0, ARG, ARGH                , Texas Tech          ,cf2006    
149819,36.0,1529.0,20061118.0, ARG, ARGH                , Cincinnati          ,cf2006    
149820,37.0,8588.0,20061118.0, ARG, ARGH                , Washington St       ,cf2006    
149821,38.0,294.0,20061118.0, ARG, ARGH                , Arizona             ,cf2006    
149822,39.0,4474.0,20061118.0, ARG, ARGH                , Maryland            ,cf2006    
149823,40.0,3347.0,20061118.0, ARG, ARGH                , Houston             ,cf2006    
149824,41.0,5316.0,20061118.0, ARG, ARGH                , Nevada              ,cf2006    
149825,42.0,5912.0,20061118.0, ARG, ARGH                , Oklahoma St         ,cf2006    
149826,43.0,6236.0,20061118.0, ARG, ARGH                , Pittsburgh          ,cf2006    
149827,44.0,5253.0,20061118.0, ARG, ARGH                , Navy                ,cf2006    
149828,45.0,304.0,20061118.0, ARG, ARGH                , Arizona St          ,cf2006    
149829,46.0,2666.0,20061118.0, ARG, ARGH                , Florida St          ,cf2006    
149830,47.0,3781.0,20061118.0, ARG, ARGH                , Kentucky            ,cf2006    
149831,48.0,74.0,20061118.0, ARG, ARGH                , Alabama             ,cf2006    
149832,49.0,7278.0,20061118.0, ARG, ARGH                , South Florida       ,cf2006    
149833,50.0,4858.0,20061118.0, ARG, ARGH                , Minnesota           ,cf2006    
149834,51.0,7365.0,20061118.0, ARG, ARGH                , Southern Miss       ,cf2006    
149835,52.0,8099.0,20061118.0, ARG, ARGH                , Tulsa               ,cf2006    
149836,53.0,8315.0,20061118.0, ARG, ARGH                , Utah                ,cf2006    
149837,54.0,5825.0,20061118.0, ARG, ARGH                , Ohio                ,cf2006    
149838,55.0,6393.0,20061118.0, ARG, ARGH                , Purdue              ,cf2006    
149839,56.0,3540.0,20061118.0, ARG, ARGH                , Iowa                ,cf2006    
149840,57.0,8551.0,20061118.0, ARG, ARGH                , Washington          ,cf2006    
149841,58.0,3731.0,20061118.0, ARG, ARGH                , Kansas St           ,cf2006    
149842,59.0,4719.0,20061118.0, ARG, ARGH                , Miami FL            ,cf2006    
149843,60.0,1404.0,20061118.0, ARG, ARGH                , C Michigan          ,cf2006    
149844,61.0,3717.0,20061118.0, ARG, ARGH                , Kansas              ,cf2006    
149845,62.0,2292.0,20061118.0, ARG, ARGH                , East Carolina       ,cf2006    
149846,63.0,4785.0,20061118.0, ARG, ARGH                , MTSU                ,cf2006    
149847,64.0,6535.0,20061118.0, ARG, ARGH                , Rice                ,cf2006    
149848,65.0,8367.0,20061118.0, ARG, ARGH                , Vanderbilt          ,cf2006    
149849,66.0,55.0,20061118.0, ARG, ARGH                , Air Force           ,cf2006    
149850,67.0,8767.0,20061118.0, ARG, ARGH                , W Michigan          ,cf2006    
149851,68.0,5634.0,20061118.0, ARG, ARGH                , N Illinois          ,cf2006    
149852,69.0,1872.0,20061118.0, ARG, ARGH                , Connecticut         ,cf2006    
149853,70.0,8432.0,20061118.0, ARG, ARGH                , Virginia            ,cf2006    
149854,71.0,9162.0,20061118.0, ARG, ARGH                , Wyoming             ,cf2006    
149855,72.0,7358.0,20061118.0, ARG, ARGH                , SMU                 ,cf2006    
149856,73.0,7024.0,20061118.0, ARG, ARGH                , San Jose St         ,cf2006    
149857,74.0,7729.0,20061118.0, ARG, ARGH                , Syracuse            ,cf2006    
149858,75.0,4757.0,20061118.0, ARG, ARGH                , Michigan St         ,cf2006    
149859,76.0,4436.0,20061118.0, ARG, ARGH                , Marshall            ,cf2006    
149860,77.0,3484.0,20061118.0, ARG, ARGH                , Indiana             ,cf2006    
149861,78.0,4936.0,20061118.0, ARG, ARGH                , Mississippi St      ,cf2006    
149862,79.0,5511.0,20061118.0, ARG, ARGH                , NC State            ,cf2006    
149863,80.0,7933.0,20061118.0, ARG, ARGH                , UTEP                ,cf2006    
149864,81.0,557.0,20061118.0, ARG, ARGH                , Baylor              ,cf2006    
149865,82.0,4920.0,20061118.0, ARG, ARGH                , Mississippi         ,cf2006    
149866,83.0,5371.0,20061118.0, ARG, ARGH                , New Mexico          ,cf2006    
149867,84.0,3771.0,20061118.0, ARG, ARGH                , Kent                ,cf2006    
149868,85.0,1753.0,20061118.0, ARG, ARGH                , Colorado St         ,cf2006    
149869,86.0,2776.0,20061118.0, ARG, ARGH                , Fresno St           ,cf2006    
149870,87.0,66.0,20061118.0, ARG, ARGH                , Akron               ,cf2006    
149871,88.0,8068.0,20061118.0, ARG, ARGH                , Troy                ,cf2006    
149872,89.0,8092.0,20061118.0, ARG, ARGH                , Tulane              ,cf2006    
149873,90.0,4194.0,20061118.0, ARG, ARGH                , ULL                 ,cf2006    
149874,91.0,5704.0,20061118.0, ARG, ARGH                , Northwestern        ,cf2006    
149875,92.0,501.0,20061118.0, ARG, ARGH                , Ball St             ,cf2006    
149876,93.0,3554.0,20061118.0, ARG, ARGH                , Iowa St             ,cf2006    
149877,94.0,3425.0,20061118.0, ARG, ARGH                , Illinois            ,cf2006    
149878,95.0,87.0,20061118.0, ARG, ARGH                , UAB                 ,cf2006    
149879,96.0,1715.0,20061118.0, ARG, ARGH                , Colorado            ,cf2006    
149880,97.0,333.0,20061118.0, ARG, ARGH                , Arkansas St         ,cf2006    
149881,98.0,5492.0,20061118.0, ARG, ARGH                , North Carolina      ,cf2006    
149882,99.0,356.0,20061118.0, ARG, ARGH                , Army                ,cf2006    
149883,100.0,7978.0,20061118.0, ARG, ARGH                , Toledo              ,cf2006    
149884,101.0,1380.0,20061118.0, ARG, ARGH                , UCF                 ,cf2006    
149885,102.0,821.0,20061118.0, ARG, ARGH                , Bowling Green       ,cf2006    
149886,103.0,3415.0,20061118.0, ARG, ARGH                , Idaho               ,cf2006    
149887,104.0,4200.0,20061118.0, ARG, ARGH                , ULM                 ,cf2006    
149888,105.0,5387.0,20061118.0, ARG, ARGH                , New Mexico St       ,cf2006    
149889,106.0,2638.0,20061118.0, ARG, ARGH                , FL Atlantic         ,cf2006    
149890,107.0,4218.0,20061118.0, ARG, ARGH                , Louisiana Tech      ,cf2006    
149891,108.0,4725.0,20061118.0, ARG, ARGH                , Miami OH            ,cf2006    
149892,109.0,7002.0,20061118.0, ARG, ARGH                , San Diego St        ,cf2006    
149893,110.0,7582.0,20061118.0, ARG, ARGH                , Stanford            ,cf2006    
149894,111.0,979.0,20061118.0, ARG, ARGH                , Buffalo             ,cf2006    
149895,112.0,4636.0,20061118.0, ARG, ARGH                , Memphis             ,cf2006    
149896,113.0,5584.0,20061118.0, ARG, ARGH                , North Texas         ,cf2006    
149897,114.0,5323.0,20061118.0, ARG, ARGH                , UNLV                ,cf2006    
149898,115.0,2353.0,20061118.0, ARG, ARGH                , E Michigan          ,cf2006    
149899,116.0,8325.0,20061118.0, ARG, ARGH                , Utah St             ,cf2006    
149900,117.0,2265.0,20061118.0, ARG, ARGH                , Duke                ,cf2006    
149901,118.0,7788.0,20061118.0, ARG, ARGH                , Temple              ,cf2006    
149902,119.0,2652.0,20061118.0, ARG, ARGH                , Florida Intl        ,cf2006    
165912,1.0,5850.0,20061125.0, ARG, ARGH                , Ohio St             ,cf2006    
165913,2.0,8251.0,20061125.0, ARG, ARGH                , USC                 ,cf2006    
165914,3.0,2625.0,20061125.0, ARG, ARGH                , Florida             ,cf2006    
165915,4.0,4224.0,20061125.0, ARG, ARGH                , Louisville          ,cf2006    
165916,5.0,4741.0,20061125.0, ARG, ARGH                , Michigan            ,cf2006    
165917,6.0,4206.0,20061125.0, ARG, ARGH                , LSU                 ,cf2006    
165918,7.0,771.0,20061125.0, ARG, ARGH                , Boise St            ,cf2006    
165919,8.0,6696.0,20061125.0, ARG, ARGH                , Rutgers             ,cf2006    
165920,9.0,8459.0,20061125.0, ARG, ARGH                , Virginia Tech       ,cf2006    
165921,10.0,9031.0,20061125.0, ARG, ARGH                , Wisconsin           ,cf2006    
165922,11.0,402.0,20061125.0, ARG, ARGH                , Auburn              ,cf2006    
165923,12.0,316.0,20061125.0, ARG, ARGH                , Arkansas            ,cf2006    
165924,13.0,5886.0,20061125.0, ARG, ARGH                , Oklahoma            ,cf2006    
165925,14.0,7801.0,20061125.0, ARG, ARGH                , Tennessee           ,cf2006    
165926,15.0,8716.0,20061125.0, ARG, ARGH                , West Virginia       ,cf2006    
165927,16.0,1098.0,20061125.0, ARG, ARGH                , California          ,cf2006    
165928,17.0,891.0,20061125.0, ARG, ARGH                , BYU                 ,cf2006    
165929,18.0,7840.0,20061125.0, ARG, ARGH                , Texas               ,cf2006    
165930,19.0,5749.0,20061125.0, ARG, ARGH                , Notre Dame          ,cf2006    
165931,20.0,5279.0,20061125.0, ARG, ARGH                , Nebraska            ,cf2006    
165932,21.0,1603.0,20061125.0, ARG, ARGH                , Clemson             ,cf2006    
165933,22.0,783.0,20061125.0, ARG, ARGH                , Boston College      ,cf2006    
165934,23.0,8508.0,20061125.0, ARG, ARGH                , Wake Forest         ,cf2006    
165935,24.0,7878.0,20061125.0, ARG, ARGH                , TCU                 ,cf2006    
165936,25.0,7848.0,20061125.0, ARG, ARGH                , Texas A&M           ,cf2006    
165937,26.0,3197.0,20061125.0, ARG, ARGH                , Hawaii              ,cf2006    
165938,27.0,7242.0,20061125.0, ARG, ARGH                , South Carolina      ,cf2006    
165939,28.0,2881.0,20061125.0, ARG, ARGH                , Georgia             ,cf2006    
165940,29.0,5970.0,20061125.0, ARG, ARGH                , Oregon St           ,cf2006    
165941,30.0,2911.0,20061125.0, ARG, ARGH                , Georgia Tech        ,cf2006    
165942,31.0,4948.0,20061125.0, ARG, ARGH                , Missouri            ,cf2006    
165943,32.0,6114.0,20061125.0, ARG, ARGH                , Penn St             ,cf2006    
165944,33.0,5961.0,20061125.0, ARG, ARGH                , Oregon              ,cf2006    
165945,34.0,8141.0,20061125.0, ARG, ARGH                , UCLA                ,cf2006    
165946,35.0,304.0,20061125.0, ARG, ARGH                , Arizona St          ,cf2006    
165947,36.0,7278.0,20061125.0, ARG, ARGH                , South Florida       ,cf2006    
165948,37.0,1529.0,20061125.0, ARG, ARGH                , Cincinnati          ,cf2006    
165949,38.0,3347.0,20061125.0, ARG, ARGH                , Houston             ,cf2006    
165950,39.0,7918.0,20061125.0, ARG, ARGH                , Texas Tech          ,cf2006    
165951,40.0,8588.0,20061125.0, ARG, ARGH                , Washington St       ,cf2006    
165952,41.0,7365.0,20061125.0, ARG, ARGH                , Southern Miss       ,cf2006    
165953,42.0,5912.0,20061125.0, ARG, ARGH                , Oklahoma St         ,cf2006    
165954,43.0,3781.0,20061125.0, ARG, ARGH                , Kentucky            ,cf2006    
165955,44.0,5253.0,20061125.0, ARG, ARGH                , Navy                ,cf2006    
165956,45.0,8099.0,20061125.0, ARG, ARGH                , Tulsa               ,cf2006    
165957,46.0,2666.0,20061125.0, ARG, ARGH                , Florida St          ,cf2006    
165958,47.0,74.0,20061125.0, ARG, ARGH                , Alabama             ,cf2006    
165959,48.0,6236.0,20061125.0, ARG, ARGH                , Pittsburgh          ,cf2006    
165960,49.0,5316.0,20061125.0, ARG, ARGH                , Nevada              ,cf2006    
165961,50.0,294.0,20061125.0, ARG, ARGH                , Arizona             ,cf2006    
165962,51.0,4858.0,20061125.0, ARG, ARGH                , Minnesota           ,cf2006    
165963,52.0,4474.0,20061125.0, ARG, ARGH                , Maryland            ,cf2006    
165964,53.0,4719.0,20061125.0, ARG, ARGH                , Miami FL            ,cf2006    
165965,54.0,5825.0,20061125.0, ARG, ARGH                , Ohio                ,cf2006    
165966,55.0,8315.0,20061125.0, ARG, ARGH                , Utah                ,cf2006    
165967,56.0,8551.0,20061125.0, ARG, ARGH                , Washington          ,cf2006    
165968,57.0,3540.0,20061125.0, ARG, ARGH                , Iowa                ,cf2006    
165969,58.0,3731.0,20061125.0, ARG, ARGH                , Kansas St           ,cf2006    
165970,59.0,1404.0,20061125.0, ARG, ARGH                , C Michigan          ,cf2006    
165971,60.0,6393.0,20061125.0, ARG, ARGH                , Purdue              ,cf2006    
165972,61.0,2292.0,20061125.0, ARG, ARGH                , East Carolina       ,cf2006    
165973,62.0,3717.0,20061125.0, ARG, ARGH                , Kansas              ,cf2006    
165974,63.0,8767.0,20061125.0, ARG, ARGH                , W Michigan          ,cf2006    
165975,64.0,6535.0,20061125.0, ARG, ARGH                , Rice                ,cf2006    
165976,65.0,5634.0,20061125.0, ARG, ARGH                , N Illinois          ,cf2006    
165977,66.0,8367.0,20061125.0, ARG, ARGH                , Vanderbilt          ,cf2006    
165978,67.0,7024.0,20061125.0, ARG, ARGH                , San Jose St         ,cf2006    
165979,68.0,4785.0,20061125.0, ARG, ARGH                , MTSU                ,cf2006    
165980,69.0,9162.0,20061125.0, ARG, ARGH                , Wyoming             ,cf2006    
165981,70.0,1872.0,20061125.0, ARG, ARGH                , Connecticut         ,cf2006    
165982,71.0,8432.0,20061125.0, ARG, ARGH                , Virginia            ,cf2006    
165983,72.0,55.0,20061125.0, ARG, ARGH                , Air Force           ,cf2006    
165984,73.0,7729.0,20061125.0, ARG, ARGH                , Syracuse            ,cf2006    
165985,74.0,4757.0,20061125.0, ARG, ARGH                , Michigan St         ,cf2006    
165986,75.0,7358.0,20061125.0, ARG, ARGH                , SMU                 ,cf2006    
165987,76.0,4920.0,20061125.0, ARG, ARGH                , Mississippi         ,cf2006    
165988,77.0,3484.0,20061125.0, ARG, ARGH                , Indiana             ,cf2006    
165989,78.0,5371.0,20061125.0, ARG, ARGH                , New Mexico          ,cf2006    
165990,79.0,557.0,20061125.0, ARG, ARGH                , Baylor              ,cf2006    
165991,80.0,4436.0,20061125.0, ARG, ARGH                , Marshall            ,cf2006    
165992,81.0,4936.0,20061125.0, ARG, ARGH                , Mississippi St      ,cf2006    
165993,82.0,2776.0,20061125.0, ARG, ARGH                , Fresno St           ,cf2006    
165994,83.0,8068.0,20061125.0, ARG, ARGH                , Troy                ,cf2006    
165995,84.0,5511.0,20061125.0, ARG, ARGH                , NC State            ,cf2006    
165996,85.0,501.0,20061125.0, ARG, ARGH                , Ball St             ,cf2006    
165997,86.0,4194.0,20061125.0, ARG, ARGH                , ULL                 ,cf2006    
165998,87.0,7933.0,20061125.0, ARG, ARGH                , UTEP                ,cf2006    
165999,88.0,1753.0,20061125.0, ARG, ARGH                , Colorado St         ,cf2006    
166000,89.0,5704.0,20061125.0, ARG, ARGH                , Northwestern        ,cf2006    
166001,90.0,5492.0,20061125.0, ARG, ARGH                , North Carolina      ,cf2006    
166002,91.0,66.0,20061125.0, ARG, ARGH                , Akron               ,cf2006    
166003,92.0,3554.0,20061125.0, ARG, ARGH                , Iowa St             ,cf2006    
166004,93.0,3771.0,20061125.0, ARG, ARGH                , Kent                ,cf2006    
166005,94.0,8092.0,20061125.0, ARG, ARGH                , Tulane              ,cf2006    
166006,95.0,1380.0,20061125.0, ARG, ARGH                , UCF                 ,cf2006    
166007,96.0,3425.0,20061125.0, ARG, ARGH                , Illinois            ,cf2006    
166008,97.0,1715.0,20061125.0, ARG, ARGH                , Colorado            ,cf2006    
166009,98.0,7978.0,20061125.0, ARG, ARGH                , Toledo              ,cf2006    
166010,99.0,87.0,20061125.0, ARG, ARGH                , UAB                 ,cf2006    
166011,100.0,5387.0,20061125.0, ARG, ARGH                , New Mexico St       ,cf2006    
166012,101.0,356.0,20061125.0, ARG, ARGH                , Army                ,cf2006    
166013,102.0,333.0,20061125.0, ARG, ARGH                , Arkansas St         ,cf2006    
166014,103.0,4200.0,20061125.0, ARG, ARGH                , ULM                 ,cf2006    
166015,104.0,2638.0,20061125.0, ARG, ARGH                , FL Atlantic         ,cf2006    
166016,105.0,3415.0,20061125.0, ARG, ARGH                , Idaho               ,cf2006    
166017,106.0,4636.0,20061125.0, ARG, ARGH                , Memphis             ,cf2006    
166018,107.0,821.0,20061125.0, ARG, ARGH                , Bowling Green       ,cf2006    
166019,108.0,4218.0,20061125.0, ARG, ARGH                , Louisiana Tech      ,cf2006    
166020,109.0,5323.0,20061125.0, ARG, ARGH                , UNLV                ,cf2006    
166021,110.0,4725.0,20061125.0, ARG, ARGH                , Miami OH            ,cf2006    
166022,111.0,7582.0,20061125.0, ARG, ARGH                , Stanford            ,cf2006    
166023,112.0,7002.0,20061125.0, ARG, ARGH                , San Diego St        ,cf2006    
166024,113.0,979.0,20061125.0, ARG, ARGH                , Buffalo             ,cf2006    
166025,114.0,5584.0,20061125.0, ARG, ARGH                , North Texas         ,cf2006    
166026,115.0,2265.0,20061125.0, ARG, ARGH                , Duke                ,cf2006    
166027,116.0,2353.0,20061125.0, ARG, ARGH                , E Michigan          ,cf2006    
166028,117.0,8325.0,20061125.0, ARG, ARGH                , Utah St             ,cf2006    
166029,118.0,7788.0,20061125.0, ARG, ARGH                , Temple              ,cf2006    
166030,119.0,2652.0,20061125.0, ARG, ARGH                , Florida Intl        ,cf2006    
182879,1.0,5850.0,20061202.0, ARG, ARGH                , Ohio St             ,cf2006    
182880,2.0,2625.0,20061202.0, ARG, ARGH                , Florida             ,cf2006    
182881,3.0,8251.0,20061202.0, ARG, ARGH                , USC                 ,cf2006    
182882,4.0,4224.0,20061202.0, ARG, ARGH                , Louisville          ,cf2006    
182883,5.0,4741.0,20061202.0, ARG, ARGH                , Michigan            ,cf2006    
182884,6.0,4206.0,20061202.0, ARG, ARGH                , LSU                 ,cf2006    
182885,7.0,771.0,20061202.0, ARG, ARGH                , Boise St            ,cf2006    
182886,8.0,8459.0,20061202.0, ARG, ARGH                , Virginia Tech       ,cf2006    
182887,9.0,5886.0,20061202.0, ARG, ARGH                , Oklahoma            ,cf2006    
182888,10.0,9031.0,20061202.0, ARG, ARGH                , Wisconsin           ,cf2006    
182889,11.0,402.0,20061202.0, ARG, ARGH                , Auburn              ,cf2006    
182890,12.0,6696.0,20061202.0, ARG, ARGH                , Rutgers             ,cf2006    
182891,13.0,8716.0,20061202.0, ARG, ARGH                , West Virginia       ,cf2006    
182892,14.0,7801.0,20061202.0, ARG, ARGH                , Tennessee           ,cf2006    
182893,15.0,316.0,20061202.0, ARG, ARGH                , Arkansas            ,cf2006    
182894,16.0,1098.0,20061202.0, ARG, ARGH                , California          ,cf2006    
182895,17.0,891.0,20061202.0, ARG, ARGH                , BYU                 ,cf2006    
182896,18.0,7840.0,20061202.0, ARG, ARGH                , Texas               ,cf2006    
182897,19.0,5749.0,20061202.0, ARG, ARGH                , Notre Dame          ,cf2006    
